location,size,bhk,total_sqft,tot_sqft,bath,price,house_price,del_by_bath,bhk_blank,bath_blank,price_blank,del_by_sqft
Whitefield,2 BHK,2,1216 ,1216,2,80,8000000,save,FALSE,FALSE,FALSE,save
Thanisandra,2 BHK,2,1100 ,1100,2,42,4200000,save,FALSE,FALSE,FALSE,save
Thanisandra,2 BHK,2,1183 ,1183,2,77.3,7730000,save,FALSE,FALSE,FALSE,save
Balagere,1 BHK,1,656 ,656,1,38.77,3877000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,1 BHK,1,534 ,534,1,19.65,1965000,save,FALSE,FALSE,FALSE,save
Shikaripalya,3 BHK,3,1285 ,1285,2,45,4500000,save,FALSE,FALSE,FALSE,save
"Off Sarjapur Road, ",2 BHK,2,1161 ,1161,2,59,5900000,save,FALSE,FALSE,FALSE,save
Begur,2 BHK,2,1306 ,1306,2,65,6500000,save,FALSE,FALSE,FALSE,save
Jakkur,4 BHK,4,2250 ,2249,4,245,24500000,save,FALSE,FALSE,FALSE,save
Tata Nagar,3 BHK,3,1504 ,1504,3,67,6700000,save,FALSE,FALSE,FALSE,save
Balagere,1 BHK,1,645 ,645,1,39,3900000,save,FALSE,FALSE,FALSE,save
Esther Enclave Layout,2 Bedroom,2,1230 ,1230,2,68,6800000,save,FALSE,FALSE,FALSE,save
Hebbal,2 BHK,2,1100 ,1100,2,42,4200000,save,FALSE,FALSE,FALSE,save
Yelahanka,1 BHK,1,1000 ,1000,1,14,1400000,save,FALSE,FALSE,FALSE,save
Sadaramangala,2 BHK,2,1260 ,1260,2,62,6200000,save,FALSE,FALSE,FALSE,save
Ambalipura,3 BHK,3,1817 ,1817,3,102,10200000,save,FALSE,FALSE,FALSE,save
Basavangudi,2 BHK,2,1180 ,1180,2,124,12400000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,1050 ,1050,2,55,5500000,save,FALSE,FALSE,FALSE,save
Whitefield,4 Bedroom,4,2900 ,2900,4,225,22500000,save,FALSE,FALSE,FALSE,save
Mysore Road,1 BHK,1,500 ,500,1,17.5,1750000,save,FALSE,FALSE,FALSE,save
Murugeshpalya,3 BHK,3,1930 ,1930,3,75,7500000,save,FALSE,FALSE,FALSE,save
Mahadevpura,3 BHK,3,1505 ,1505,3,64,6400000,save,FALSE,FALSE,FALSE,save
Jayamahal,4 Bedroom,4,2400 ,2400,3,750,75000000,save,FALSE,FALSE,FALSE,save
Ananth Nagar,2 BHK,2,890 ,890,2,27,2700000,save,FALSE,FALSE,FALSE,save
Anekal,2 Bedroom,2,1200 ,1200,1,36,3600000,save,FALSE,FALSE,FALSE,save
Gunjur Palya,2 BHK,2,849 ,849,2,25.4,2540000,save,FALSE,FALSE,FALSE,save
Chikka Tirupathi,3 Bedroom,3,1555 ,1555,3,100,10000000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,1057 ,1057,2,30,3000000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,3 BHK,3,1680 ,1680,3,122,12200000,save,FALSE,FALSE,FALSE,save
Samethanahalli,2 BHK,2,799 ,799,2,35,3500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1450 ,1450,2,75,7500000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1819 ,1819,3,100,10000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,1135 ,1135,2,56.74,5674000,save,FALSE,FALSE,FALSE,save
HSR Layout,3 BHK,3,2020 ,2020,3,160,16000000,save,FALSE,FALSE,FALSE,save
Vinayaka Layout,5 BHK,5,2700 ,2700,4,170,17000000,save,FALSE,FALSE,FALSE,save
Hosa Road,3 BHK,3,1730 ,1730,3,72.6,7260000,save,FALSE,FALSE,FALSE,save
Dasarahalli,3 BHK,3,1950 ,1950,3,125,12500000,save,FALSE,FALSE,FALSE,save
Thirumalashettyhally,2 BHK,2,1077 ,1077,2,34.46,3446000,save,FALSE,FALSE,FALSE,save
Brookefield,3 BHK,3,1706 ,1706,3,115,11500000,save,FALSE,FALSE,FALSE,save
New Gurappana Palya,5 BHK,5,3000 ,3000,4,300,30000000,save,FALSE,FALSE,FALSE,save
Channasandra,2 BHK,2,1093 ,1093,2,37,3700000,save,FALSE,FALSE,FALSE,save
Ambalipura,4 BHK,4,2750 ,2750,4,142,14200000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1340 ,1340,2,101,10100000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,984 ,984,2,59,5900000,save,FALSE,FALSE,FALSE,save
AECS Layout,2 BHK,2,1135 ,1135,2,68,6800000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,4 Bedroom,4,2400 ,2400,4,344,34400000,save,FALSE,FALSE,FALSE,save
Varthur,2 BHK,2,1155 ,1155,2,39,3900000,save,FALSE,FALSE,FALSE,save
Kaggalipura,1 BHK,1,700 ,700,1,35,3500000,save,FALSE,FALSE,FALSE,save
Horamavu Agara,2 BHK,2,1150 ,1150,2,42,4200000,save,FALSE,FALSE,FALSE,save
Hormavu,3 BHK,3,1385 ,1385,2,69.25,6925000,save,FALSE,FALSE,FALSE,save
Kathriguppe,3 BHK,3,1335 ,1335,2,73.43,7343000,save,FALSE,FALSE,FALSE,save
Bellandur,2 BHK,2,1015 ,1015,2,60,6000000,save,FALSE,FALSE,FALSE,save
Banashankari Stage III,6 Bedroom,6,3000 ,3000,6,150,15000000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1108 ,1108,2,63,6300000,save,FALSE,FALSE,FALSE,save
Frazer Town,2 BHK,2,1180 ,1180,2,105,10500000,save,FALSE,FALSE,FALSE,save
Hennur Road,3 BHK,3,1445 ,1445,2,83,8300000,save,FALSE,FALSE,FALSE,save
Vasanthapura,2 BHK,2,1500 ,1500,2,65,6500000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,1085 ,1085,2,46.5,4650000,save,FALSE,FALSE,FALSE,save
Rachenahalli,2 BHK,2,1050 ,1050,2,52.08,5208000,save,FALSE,FALSE,FALSE,save
Kadugodi,4 Bedroom,4,2760 ,2760,4,290,29000000,save,FALSE,FALSE,FALSE,save
Sarjapura - Attibele Road,3 BHK,3,1330 ,1330,2,49,4900000,save,FALSE,FALSE,FALSE,save
Ramagondanahalli,2 Bedroom,2,845 ,845,2,45.82,4582000,save,FALSE,FALSE,FALSE,save
Kadugodi,3 BHK,3,1762 ,1762,3,112,11200000,save,FALSE,FALSE,FALSE,save
Ambalipura,2 BHK,2,1303 ,1303,2,80,8000000,save,FALSE,FALSE,FALSE,save
Banagiri Nagar,3 BHK,3,1560 ,1560,2,125,12500000,save,FALSE,FALSE,FALSE,save
Chandapura,3 BHK,3,1110 ,1110,2,29.97,2997000,save,FALSE,FALSE,FALSE,save
Doddabanahalli,3 BHK,3,1290 ,1290,3,45.33,4533000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,2 BHK,2,1160 - 1315,1160,2,49.49,4949000,save,FALSE,FALSE,FALSE,save
9th Phase JP Nagar,3 BHK,3,1780 ,1780,3,88,8800000,save,FALSE,FALSE,FALSE,save
Budigere,3 BHK,3,1636 ,1636,3,83,8300000,save,FALSE,FALSE,FALSE,save
Sector 2 HSR Layout,2 BHK,2,1332 ,1332,2,101,10100000,save,FALSE,FALSE,FALSE,save
Sadashiva Nagar,5 BHK,5,7500 ,7500,5,1500,150000000,save,FALSE,FALSE,FALSE,save
Kodbisanhalli,2 BHK,2,1012 ,1012,2,59,5900000,save,FALSE,FALSE,FALSE,save
Kengeri,2 BHK,2,1192 ,1192,2,53.5,5350000,save,FALSE,FALSE,FALSE,save
Abbigere,2 BHK,2,795 ,795,2,32.54,3254000,save,FALSE,FALSE,FALSE,save
Uttarahalli,2 BHK,2,1213 ,1213,2,48,4800000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,3 BHK,3,1489 ,1489,3,88,8800000,save,FALSE,FALSE,FALSE,save
Sarjapur,2 BHK,2,1200 ,1200,2,62,6200000,save,FALSE,FALSE,FALSE,save
Electronic City Phase II,2 BHK,2,1140 ,1140,2,28.5,2850000,save,FALSE,FALSE,FALSE,save
Devanahalli,3 BHK,3,1200 ,1200,2,55.08,5508000,save,FALSE,FALSE,FALSE,save
Ananth Nagar,2 BHK,2,1200 ,1200,2,36,3600000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,3 BHK,3,1650 ,1650,3,94,9400000,save,FALSE,FALSE,FALSE,save
Bharathnagar,2 Bedroom,2,1245 ,1245,2,120,12000000,save,FALSE,FALSE,FALSE,save
Ardendale,2 BHK,2,1224 ,1224,2,67,6700000,save,FALSE,FALSE,FALSE,save
Gunjur,2 BHK,2,1235 ,1235,2,52.76,5276000,save,FALSE,FALSE,FALSE,save
Yelenahalli,2 BHK,2,1200 ,1200,2,45.6,4560000,save,FALSE,FALSE,FALSE,save
Yelahanka,3 BHK,3,1342 ,1342,2,75,7500000,save,FALSE,FALSE,FALSE,save
TC Palaya,2 BHK,2,1800 ,1800,2,80,8000000,save,FALSE,FALSE,FALSE,save
HAL 2nd Stage,4 Bedroom,4,2280 ,2280,4,615,61500000,save,FALSE,FALSE,FALSE,save
Rajaji Nagar,4 Bedroom,4,2440 ,2440,2,415,41500000,save,FALSE,FALSE,FALSE,save
Abbigere,2 BHK,2,1130 ,1130,2,46.33,4633000,save,FALSE,FALSE,FALSE,save
Somasundara Palya,2 BHK,2,1186 ,1186,2,72,7200000,save,FALSE,FALSE,FALSE,save
Hennur,2 BHK,2,1295 ,1295,2,64,6400000,save,FALSE,FALSE,FALSE,save
Kudlu Gate,3 BHK,3,1535 ,1535,3,85,8500000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,2 BHK,2,905 ,905,2,65,6500000,save,FALSE,FALSE,FALSE,save
Bhoganhalli,2 BHK,2,1447 ,1447,2,75.97,7597000,save,FALSE,FALSE,FALSE,save
Hormavu,2 BHK,2,1165 ,1165,2,40,4000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,1328 ,1328,2,107,10700000,save,FALSE,FALSE,FALSE,save
Gandhi Bazar,3 BHK,3,1485 ,1485,2,110,11000000,save,FALSE,FALSE,FALSE,save
Uttarahalli,3 BHK,3,1475 ,1475,2,59,5900000,save,FALSE,FALSE,FALSE,save
Vidyaranyapura,2 BHK,2,1175 ,1175,2,35,3500000,save,FALSE,FALSE,FALSE,save
Thigalarapalya,2 BHK,2,1245 ,1245,2,100,10000000,save,FALSE,FALSE,FALSE,save
Rachenahalli,2 BHK,2,985 ,985,2,49.97,4997000,save,FALSE,FALSE,FALSE,save
Koramangala,5 Bedroom,5,4000 ,4000,5,800,80000000,save,FALSE,FALSE,FALSE,save
Hoskote,3 BHK,3,1395 ,1395,2,63,6300000,save,FALSE,FALSE,FALSE,save
Hoodi,1 BHK,1,706 - 716,706 ,1,42.65,4265000,save,FALSE,FALSE,FALSE,save
Electronic City,1 BHK,1,630 ,630,1,40.5,4050000,save,FALSE,FALSE,FALSE,save
MS Pallya,4 BHK,4,2400 ,2400,4,88,8800000,save,FALSE,FALSE,FALSE,save
Gottigere,2 BHK,2,1170 ,1170,2,40,4000000,save,FALSE,FALSE,FALSE,save
Gubbalala,2 BHK,2,1100 ,1100,2,49.5,4950000,save,FALSE,FALSE,FALSE,save
Margondanahalli,2 Bedroom,2,900 ,900,2,55,5500000,save,FALSE,FALSE,FALSE,save
Bommasandra Industrial Area,2 BHK,2,1160 ,1160,2,33.51,3351000,save,FALSE,FALSE,FALSE,save
Varthur,2 BHK,2,1180 ,1180,2,55,5500000,save,FALSE,FALSE,FALSE,save
Tumkur Road,3 BHK,3,1441 ,1441,2,95,9500000,save,FALSE,FALSE,FALSE,save
Channasandra Layout,2 BHK,2,1115 ,1115,2,50,5000000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,3 BHK,3,1825 ,1825,3,145,14500000,save,FALSE,FALSE,FALSE,save
Challaghatta,2 BHK,2,1489 ,1489,2,101,10100000,save,FALSE,FALSE,FALSE,save
Defence Colony,4 BHK,4,2800 ,2800,4,365,36500000,save,FALSE,FALSE,FALSE,save
Subramanyapura,3 BHK,3,1278 ,1278,3,62.71,6271000,save,FALSE,FALSE,FALSE,save
Subramanyapura,3 BHK,3,1223 ,1223,2,42.81,4281000,save,FALSE,FALSE,FALSE,save
Hormavu,2 BHK,2,1065 ,1065,2,50.92,5092000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1190 ,1190,2,64,6400000,save,FALSE,FALSE,FALSE,save
Koramangala,2 BHK,2,1130 ,1130,2,63,6300000,save,FALSE,FALSE,FALSE,save
Banashankari,2 BHK,2,1430 ,1430,2,87.8,8780000,save,FALSE,FALSE,FALSE,save
HRBR Layout,4 BHK,4,1900 ,1900,3,90,9000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1104 ,1104,2,34.22,3422000,save,FALSE,FALSE,FALSE,save
Begur Road,2 BHK,2,1240 ,1240,2,45.88,4588000,save,FALSE,FALSE,FALSE,save
Choodasandra,2 BHK,2,1140 ,1140,2,62,6200000,save,FALSE,FALSE,FALSE,save
Haralur Road,2 BHK,2,1194 ,1194,2,47,4700000,save,FALSE,FALSE,FALSE,save
KUDLU MAIN ROAD,3 BHK,3,1464 ,1464,3,56,5600000,save,FALSE,FALSE,FALSE,save
KR Puram,3 BHK,3,1700 ,1700,3,105,10500000,save,FALSE,FALSE,FALSE,save
Canara Bank Colony,3 BHK,3,1600 ,1600,2,90,9000000,save,FALSE,FALSE,FALSE,save
OMBR Layout,4 BHK,4,3400 ,3400,4,275,27500000,save,FALSE,FALSE,FALSE,save
Reliaable Tranquil Layout,3 BHK,3,1508 ,1508,3,75,7500000,save,FALSE,FALSE,FALSE,save
Balagere,1 BHK,1,645 ,645,1,41,4100000,save,FALSE,FALSE,FALSE,save
Hormavu,2 BHK,2,1046 ,1046,2,60,6000000,save,FALSE,FALSE,FALSE,save
5th Block Jayanagar,1 Bedroom,1,1500 ,1500,1,300,30000000,save,FALSE,FALSE,FALSE,save
Mahalakshmi Puram,6 Bedroom,6,3000 ,3000,6,300,30000000,save,FALSE,FALSE,FALSE,save
Hosa Road,2 BHK,2,1079 ,1079,2,32.37,3237000,save,FALSE,FALSE,FALSE,save
Thubarahalli,2 BHK,2,975 ,975,2,50,5000000,save,FALSE,FALSE,FALSE,save
ISRO Layout,2 BHK,2,1050 ,1050,2,51,5100000,save,FALSE,FALSE,FALSE,save
"Jayanagar, ",3 BHK,3,1903 ,1903,3,165,16500000,save,FALSE,FALSE,FALSE,save
Bommenahalli,3 Bedroom,3,2940Sq. Yards,2940,3,232,23200000,save,FALSE,FALSE,FALSE,save
Asthagrama Layout,2 BHK,2,1200 ,1200,2,38,3800000,save,FALSE,FALSE,FALSE,save
Avalahalli,4 BHK,4,2996 ,2996,4,200,20000000,save,FALSE,FALSE,FALSE,save
Manayata Tech Park,4 BHK,4,3400 ,3400,4,200,20000000,save,FALSE,FALSE,FALSE,save
Whitefield,4 Bedroom,4,2000 ,2000,4,312,31200000,save,FALSE,FALSE,FALSE,save
Jigani,4 Bedroom,4,1453 ,1453,4,160,16000000,save,FALSE,FALSE,FALSE,save
Parappana Agrahara,2 BHK,2,1092 ,1092,2,43,4300000,save,FALSE,FALSE,FALSE,save
Hormavu,2 BHK,2,1400 ,1400,2,75,7500000,save,FALSE,FALSE,FALSE,save
Bommanahalli,3 BHK,3,1416 ,1416,2,85,8500000,save,FALSE,FALSE,FALSE,save
ITI Layout,3 BHK,3,1602 ,1602,2,75,7500000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,1100 ,1100,2,41,4100000,save,FALSE,FALSE,FALSE,save
Kothanur,3 BHK,3,1760 ,1760,3,110,11000000,save,FALSE,FALSE,FALSE,save
Marathahalli,4 BHK,4,3800 ,3800,4,235,23500000,save,FALSE,FALSE,FALSE,save
Vasanthapura,2 BHK,2,1037 ,1037,2,36.28,3628000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,3 BHK,3,1384 ,1384,2,76.18,7618000,save,FALSE,FALSE,FALSE,save
Vajarahalli,1 BHK,1,551 ,551,1,30,3000000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,1 Bedroom,1,500 ,500,1,70,7000000,save,FALSE,FALSE,FALSE,save
Sarjapur,2 BHK,2,900 ,900,2,27.98,2798000,save,FALSE,FALSE,FALSE,save
Anandapura,3 Bedroom,3,1415 ,1415,2,74,7400000,save,FALSE,FALSE,FALSE,save
Rajarajesheari nagar,2 BHK,2,1400 ,1400,2,44.8,4480000,save,FALSE,FALSE,FALSE,save
Kudlu,2 BHK,2,1030 ,1030,2,75,7500000,save,FALSE,FALSE,FALSE,save
Kambipura,2 BHK,2,883 ,883,2,39,3900000,save,FALSE,FALSE,FALSE,save
Celebrity Paradise Layout,1 BHK,1,550 ,550,1,16,1600000,save,FALSE,FALSE,FALSE,save
Anjanapura,4 BHK,4,1800 ,1800,4,55,5500000,save,FALSE,FALSE,FALSE,save
Old Madras Road,2 BHK,2,1210 ,1210,2,77,7700000,save,FALSE,FALSE,FALSE,save
Vishveshwarya Layout,4 Bedroom,4,2000 ,2000,3,90,9000000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1100 ,1100,3,58,5800000,save,FALSE,FALSE,FALSE,save
Lavakusha Nagar,3 BHK,3,1780 ,1780,3,100,10000000,save,FALSE,FALSE,FALSE,save
Panathur,2 BHK,2,1050 ,1050,2,60,6000000,save,FALSE,FALSE,FALSE,save
Hosur Road,3 BHK,3,1370 ,1370,3,38.36,3836000,save,FALSE,FALSE,FALSE,save
Marathahalli,4 BHK,4,3951 ,3951,4,230,23000000,save,FALSE,FALSE,FALSE,save
Sri Venkateshpura Layout,2 BHK,2,1050 ,1050,2,49.5,4950000,save,FALSE,FALSE,FALSE,save
Anjanapura,3 BHK,3,1843 ,1843,3,87.54,8754000,save,FALSE,FALSE,FALSE,save
3rd Block Banashankari,4 Bedroom,4,1200 ,1200,4,175,17500000,save,FALSE,FALSE,FALSE,save
Somasundara Palya,2 BHK,2,1186 ,1186,2,76,7600000,save,FALSE,FALSE,FALSE,save
Haralur Road,1 BHK,1,560 ,560,1,45,4500000,save,FALSE,FALSE,FALSE,save
Narayanapura,3 BHK,3,2357 ,2357,3,135,13500000,save,FALSE,FALSE,FALSE,save
Mahalakshmi Layout,4 Bedroom,4,1200 ,1200,3,160,16000000,save,FALSE,FALSE,FALSE,save
Yelahanka,3 BHK,3,1823 ,1823,3,103,10300000,save,FALSE,FALSE,FALSE,save
Rajasree Layout,3 BHK,3,1310 ,1310,3,90,9000000,save,FALSE,FALSE,FALSE,save
Varthur,3 BHK,3,1520 ,1520,2,60,6000000,save,FALSE,FALSE,FALSE,save
Bhoganhalli,3 BHK,3,1610 ,1610,3,74.03,7403000,save,FALSE,FALSE,FALSE,save
Whitefield,3 Bedroom,3,1500 ,1500,3,78.57,7857000,save,FALSE,FALSE,FALSE,save
LB Shastri Nagar,3 BHK,3,1400 ,1400,2,80,8000000,save,FALSE,FALSE,FALSE,save
HRBR Layout,3 BHK,3,1625 ,1625,3,120,12000000,save,FALSE,FALSE,FALSE,save
Chikkalasandra,5 Bedroom,5,1500 ,1500,5,265,26500000,save,FALSE,FALSE,FALSE,save
Hessarghatta,2 BHK,2,900 ,900,2,24,2400000,save,FALSE,FALSE,FALSE,save
Talaghattapura,2 BHK,2,1100 ,1100,2,32,3200000,save,FALSE,FALSE,FALSE,save
Bannerghatta Road,2 BHK,2,1000 ,1000,2,50,5000000,save,FALSE,FALSE,FALSE,save
Old Airport Road,4 BHK,4,2774 ,2774,4,197,19700000,save,FALSE,FALSE,FALSE,save
Kaggadasapura,3 BHK,3,1455 ,1455,3,75,7500000,save,FALSE,FALSE,FALSE,save
Lakshminarayana Pura,2 BHK,2,1172 ,1172,2,75,7500000,save,FALSE,FALSE,FALSE,save
Hennur,3 BHK,3,1935 ,1935,3,102,10200000,save,FALSE,FALSE,FALSE,save
Rachenahalli,3 BHK,3,1856 ,1856,3,106,10600000,save,FALSE,FALSE,FALSE,save
Old Airport Road,3 BHK,3,2392 ,2392,3,249,24900000,save,FALSE,FALSE,FALSE,save
Uttarahalli,2 BHK,2,900 ,900,2,35,3500000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,3 BHK,3,1757 ,1757,3,98,9800000,save,FALSE,FALSE,FALSE,save
Kudlu,2 BHK,2,1027 ,1027,2,44,4400000,save,FALSE,FALSE,FALSE,save
Whitefield,3 BHK,3,1626 ,1626,3,85,8500000,save,FALSE,FALSE,FALSE,save
Dr Shivarama Karantha Nagar,2 BHK,2,1200 ,1200,2,54,5400000,save,FALSE,FALSE,FALSE,save
Hoodi,3 BHK,3,1559 ,1559,3,81.55,8155000,save,FALSE,FALSE,FALSE,save
Amruthahalli,2 BHK,2,1190 ,1190,2,50,5000000,save,FALSE,FALSE,FALSE,save
KR Puram,2 BHK,2,1200 ,1200,2,72,7200000,save,FALSE,FALSE,FALSE,save
Harlur,2 BHK,2,1174 ,1174,2,74,7400000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,2 BHK,2,1140 ,1140,2,65,6500000,save,FALSE,FALSE,FALSE,save
Vibuthipura,3 BHK,3,1603 ,1603,2,125,12500000,save,FALSE,FALSE,FALSE,save
Subramanyapura,3 BHK,3,1278 ,1278,3,70,7000000,save,FALSE,FALSE,FALSE,save
Krishna Reddy Layout,3 BHK,3,2180 ,2180,3,285,28500000,save,FALSE,FALSE,FALSE,save
Banashankari Stage III,2 BHK,2,1085 ,1085,2,50,5000000,save,FALSE,FALSE,FALSE,save
Whitefield,2 BHK,2,1195 ,1195,2,61.36,6136000,save,FALSE,FALSE,FALSE,save
Kamakshipalya,1 Bedroom,1,450 ,450,1,30,3000000,save,FALSE,FALSE,FALSE,save
Attibele,1 BHK,1,550 ,550,1,11.5,1150000,save,FALSE,FALSE,FALSE,save
Kenchenahalli,2 BHK,2,1165 ,1165,2,45,4500000,save,FALSE,FALSE,FALSE,save
1st Stage Indira Nagar,4 BHK,4,3000 ,3000,4,301,30100000,save,FALSE,FALSE,FALSE,save
Kanakpura Road,3 BHK,3,1452 ,1452,3,60,6000000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,1 BHK,1,702 ,702,1,52,5200000,save,FALSE,FALSE,FALSE,save
Banashankari,2 BHK,2,1020 ,1020,2,42.83,4283000,save,FALSE,FALSE,FALSE,save
Devanahalli,2 BHK,2,1340 ,1340,2,65,6500000,save,FALSE,FALSE,FALSE,save
Marathahalli,2 BHK,2,1125 ,1125,2,54.8,5480000,save,FALSE,FALSE,FALSE,save
JCR Layout,2 BHK,2,1160 ,1160,2,40.53,4053000,save,FALSE,FALSE,FALSE,save
Vidyaranyapura,2 BHK,2,1050 ,1050,2,50,5000000,save,FALSE,FALSE,FALSE,save
JP Nagar,3 BHK,3,1960 ,1960,3,138,13800000,save,FALSE,FALSE,FALSE,save
Old Airport Road,4 BHK,4,3496 ,3496,4,262,26200000,save,FALSE,FALSE,FALSE,save
Electronic City,2 BHK,2,975 ,975,2,32,3200000,save,FALSE,FALSE,FALSE,save
Kudlu,3 BHK,3,1700 ,1700,3,125,12500000,save,FALSE,FALSE,FALSE,save
8th Phase JP Nagar,4 Bedroom,4,1800 ,1800,4,230,23000000,save,FALSE,FALSE,FALSE,save
Brooke Bond First Cross,2 BHK,2,1275 ,1275,2,69,6900000,save,FALSE,FALSE,FALSE,save
Yeshwanthpur,1 BHK,1,650 ,650,1,40,4000000,save,FALSE,FALSE,FALSE,save
Kasavanhalli,2 BHK,2,1495 ,1495,2,110,11000000,save,FALSE,FALSE,FALSE,save
Hebbal,2 BHK,2,1200 ,1200,2,48,4800000,save,FALSE,FALSE,FALSE,save
Hennur Road,3 BHK,3,1679 ,1679,3,94.86,9486000,save,FALSE,FALSE,FALSE,save
Kaval Byrasandra,3 BHK,3,1450 ,1450,3,75,7500000,save,FALSE,FALSE,FALSE,save
Balagere,2 BHK,2,1210 ,1210,2,82,8200000,save,FALSE,FALSE,FALSE,save
Dwaraka Nagar,3 BHK,3,1300 ,1300,2,51,5100000,save,FALSE,FALSE,FALSE,save
Judicial Layout,2 BHK,2,1165 ,1165,2,49.61,4961000,save,FALSE,FALSE,FALSE,save
Keshava Nagar,3 BHK,3,1623 ,1623,3,155,15500000,save,FALSE,FALSE,FALSE,save
Channasandra,2 BHK,2,1115 ,1115,2,35.8,3580000,save,FALSE,FALSE,FALSE,save
BTM Layout,1 BHK,1,450 ,450,1,20,2000000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,2 BHK,2,1170 ,1170,2,62,6200000,save,FALSE,FALSE,FALSE,save
KR Puram,4 Bedroom,4,2065 ,2065,4,248,24800000,save,FALSE,FALSE,FALSE,save
Marathahalli,3 BHK,3,1700 ,1700,3,126,12600000,save,FALSE,FALSE,FALSE,save
Malleshpalya,2 BHK,2,1245 ,1245,2,55,5500000,save,FALSE,FALSE,FALSE,save
Kanakapura,2 BHK,2,1017 ,1017,2,66,6600000,save,FALSE,FALSE,FALSE,save
Sarjapur  Road,2 BHK,2,1242 ,1242,2,75,7500000,save,FALSE,FALSE,FALSE,save
Yelahanka,3 BHK,3,1792 ,1792,3,104,10400000,save,FALSE,FALSE,FALSE,save
Garebhavipalya,3 BHK,3,1275 ,1275,3,55,5500000,save,FALSE,FALSE,FALSE,save
7th Block Jayanagar,3 Bedroom,3,2400 ,2400,3,408,40800000,save,FALSE,FALSE,FALSE,save
Electronic City,1 BHK,1,605 ,605,1,22,2200000,save,FALSE,FALSE,FALSE,save
HBR Layout,4 Bedroom,4,1200 ,1200,4,115,11500000,save,FALSE,FALSE,FALSE,save
Electronics City Phase 1,3 BHK,3,1450 ,1450,3,79,7900000,save,FALSE,FALSE,FALSE,save
Bommenahalli,3 Bedroom,3,1232 ,1232,3,96,9600000,save,FALSE,FALSE,FALSE,save
Laggere,5 Bedroom,5,1800 ,1800,5,70,7000000,save,FALSE,FALSE,FALSE,save
Sidedahalli,1 Bedroom,1,900 ,900,1,52.3,5230000,save,FALSE,FALSE,FALSE,save
Kaggadasapura,2 BHK,2,1200 ,1200,2,40,4000000,save,FALSE,FALSE,FALSE,save
Kadugodi,4 BHK,4,2100 ,2100,3,204,20400000,save,FALSE,FALSE,FALSE,save
Uttarahalli,2 BHK,2,1065 ,1065,2,42.6,4260000,save,FALSE,FALSE,FALSE,save
AGS Layout,2 BHK,2,1075 ,1075,2,48.38,4838000,save,FALSE,FALSE,FALSE,save
Lake City,2 BHK,2,780 ,780,2,31,3100000,save,FALSE,FALSE,FALSE,save
7th Phase JP Nagar,2 BHK,2,1070 ,1070,2,42.79,4279000,save,FALSE,FALSE,FALSE,save
Haralur Road,3 BHK,3,1464 ,1464,3,56,5600000,save,FALSE,FALSE,FALSE,save
Ramagondanahalli,3 BHK,3,1910 ,1910,3,150,15000000,save,FALSE,FALSE,FALSE,save
Cox Town,2 BHK,2,1280 ,1280,2,120,12000000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,3 BHK,3,1530 ,1530,3,64,6400000,save,FALSE,FALSE,FALSE,save
Varsova Layout,2 BHK,2,1088 ,1088,2,43.5,4350000,save,FALSE,FALSE,FALSE,save
Harlur,2 BHK,2,1174 ,1174,2,78,7800000,save,FALSE,FALSE,FALSE,save
Raja Rajeshwari Nagar,3 BHK,3,1587 ,1587,3,73.8,7380000,save,FALSE,FALSE,FALSE,save
Kaggadasapura,2 BHK,2,1045 ,1045,2,55,5500000,save,FALSE,FALSE,FALSE,save
